Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Label
0.22228573,[103.359375],1494.4657470360255,0.08590993269044857,-280.7058,122.70871,-14.398484,26.855293,1.342496,5.994597,-13.109008,3.3745084,-11.562682,5.1796885,-1.0512307,2.7557733,0.0577943,0.002305833831730737,classical
0.2899613,[184.5703125],1952.6079332127847,0.12342262120552977,-287.6037,101.75817,-35.345406,41.28016,-12.727131,17.276148,-13.967989,16.304947,-5.592962,13.65411,-8.788416,-0.053095203,-13.757536,0.003464230148453434,classical
0.3338999,[95.703125],1525.0760420116658,0.08068536107888631,-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359526,-14.636545,18.717955,-10.184204,21.119013,4.4280825,18.228247,-10.292282,0.002253824525092408,classical
0.21686392,[184.5703125],568.4018004650792,0.03717097704624613,-563.28467,137.4399,58.323807,13.8360195,3.679371,-2.6563075,-9.857134,-12.108438,-10.578691,-6.0403953,-0.23525104,2.398304,2.2094119,0.006248223179630905,classical
0.2235229,[103.359375],565.3794394301163,0.03574770522929566,-482.29962,160.79626,57.172466,-2.1221967,-9.158338,-7.4848194,-13.241402,-16.140171,-13.244869,-10.146336,-8.698514,-7.5495877,-6.4882836,0.005008418037052174,classical
0.21377866,[112.34714674],812.3098280536021,0.04574046415441176,-441.71603,152.4652,32.98986,0.22154789,9.442311,2.0206194,-7.9618893,-8.474061,-6.8051834,-4.9176564,-3.9529028,-3.9973476,-2.0003202,0.008889840054849624,classical
0.2303549,[143.5546875],808.4724740374481,0.04287086699400155,-426.06027,168.51363,40.90465,16.033081,13.416868,-9.241263,-12.796544,-13.391975,-12.867435,-2.4788623,-10.69007,-7.5549526,-8.692921,0.003410256220376423,classical
0.21378918,[112.34714674],797.5083218853875,0.046809240760448914,-507.04788,157.70845,45.20583,2.6266484,4.01929,3.2556765,-1.9371903,-5.3901267,-5.485204,-1.9493189,3.6194067,6.8229685,3.3966691,0.004536830768975485,classical
0.20083514,[172.265625],520.3851750478792,0.0387673392753483,-398.0464,200.5938,56.052814,-0.80340177,4.0183735,4.2453766,-3.4851654,-6.2944417,-6.0597086,-6.1044536,-4.29702,-1.2978393,-2.7136064,0.0054940730497503466,classical
0.23721215,[143.5546875],578.2229717254908,0.03481422636900155,-342.4838,213.93034,39.977222,-5.033553,8.059274,-3.0229523,-15.05939,-15.345832,-14.935739,-13.854149,-10.442479,-6.53429,-4.6845837,0.003448342162196592,classical
0.27704862,[92.28515625],1252.5079536857097,0.07218021357391641,-295.55865,144.94563,10.441376,29.55647,7.3106813,6.2417674,-6.263255,-6.9149265,-7.6161036,-1.0455217,-6.9733915,-3.4013317,-5.8494663,0.002254075026406991,classical
0.20925993,[161.49902344],813.4457269272635,0.05473436290634675,-271.89633,181.59029,-3.3752725,-10.780348,-9.939301,-16.4603,-15.79542,-17.706274,-13.7945595,-10.202419,-8.419804,-2.3880596,-0.15542074,0.005364415089467077,classical
0.23837057,[112.34714674],622.5190596299208,0.043959295786571206,-365.886,185.80132,41.912334,17.749727,10.047692,0.46884808,0.14074442,-2.4390392,-5.2218695,-1.1829439,-1.8910997,-5.481581,-4.8698716,0.00406543217688731,classical
0.25756785,[99.38401442],678.7977630895391,0.03640567555147059,-340.1309,184.61339,14.673396,24.864174,16.133892,7.2572546,-4.4402084,-9.441233,-7.4739156,-10.495667,-9.487193,-8.415416,-7.228344,0.0023460266873670567,classical
0.2942351,[103.359375],1005.4413625224634,0.04861913155476006,-478.3957,166.53055,22.97769,7.8396187,0.42285118,-4.136149,9.773553,2.7580256,-27.135454,-4.828469,-11.408224,-4.949785,-8.271613,0.002018976112161212,classical
0.23192488,[107.66601562],452.2229324112316,0.03243782350522446,-414.095,149.3607,70.66224,30.035503,17.449492,4.247393,-7.757001,-12.041255,-12.836839,-13.156611,-9.632698,-3.34309,-0.3417591,0.006132146635958973,classical
0.21051675,[112.34714674],560.8978363685494,0.03392950004837461,-400.1568,169.68558,55.45569,14.475085,9.040624,6.6394415,-1.6252545,-9.065983,-16.787521,-16.100668,-8.108619,-2.6197038,-2.197982,0.005023307169863925,classical
0.33401412,[92.28515625],891.3366599775029,0.04600274525928793,-377.45728,154.57585,62.890274,14.617671,11.449022,12.354595,5.108483,-0.7553603,-1.9557958,-1.5644679,-0.9464457,0.05934756,0.43915135,0.004454061704289228,classical
0.21252976,[151.99908088],1071.3221540196607,0.05066409273413313,-335.67047,154.50781,-15.981199,21.951365,-7.2634816,-5.309,-4.782485,-6.673681,-9.493321,-7.4877415,-8.709622,-11.648264,-8.273021,0.0017523797230983053,classical
0.26442397,[95.703125],462.98785601179935,0.0316842377370356,-408.96817,204.17882,55.556694,-2.5377946,2.372795,2.7807336,-4.7022257,-9.978648,-10.3029,-6.888955,-7.19333,-8.940559,-4.939336,0.0037143011846346684,classical
0.23867925,[184.5703125],513.6393731156295,0.033817255829140865,-431.9446,217.43518,60.46077,3.7058725,8.099493,2.9505725,-6.9696074,-9.511681,-10.157024,-10.520816,-9.021167,-8.241655,-8.862223,0.004161528438142571,classical
0.23836449,[64.59960938],872.1213688572129,0.03890528250773994,-480.0439,146.59866,34.881,32.027855,8.709631,5.2264166,5.2288427,-1.0225108,-1.3079245,-2.4083962,-5.86959,-3.9616396,-3.6578577,0.0026305751928692315,classical
0.23323835,[112.34714674],690.2685793514629,0.03605118034055728,-422.5896,168.8451,27.554724,13.028662,14.828107,2.5424676,-5.6048884,-7.5789595,-5.839449,-5.592656,-9.573811,-12.297124,-9.471263,0.0032521814427233344,classical
0.31692117,[135.99917763],523.837735420634,0.0261457224748452,-287.5005,201.07565,21.669315,10.54446,20.578493,-0.06648902,-5.1048985,-0.90581965,-6.3200116,-14.042963,-9.118669,-3.8854678,-7.2478323,0.004039026442046965,classical
0.28465748,[129.19921875],1343.2197457421864,0.05821015443595201,-294.22964,128.3747,0.8954437,48.586643,10.0671215,6.056228,-2.4339514,-0.6373233,-6.428614,-4.3488398,-5.8531346,3.2891283,-2.2597144,0.001969235288512495,classical
0.2579996,[117.45383523],485.9264454201287,0.03207917110100619,-453.48422,176.97025,56.54754,11.709551,8.124678,2.345656,-0.28959972,-2.4703875,-5.8768682,-5.7702065,-5.1292644,-4.984358,-2.8246214,0.004009520505566999,classical
0.26366928,[123.046875],504.5570304209284,0.030651364164086686,-389.55765,170.74673,63.14257,27.425636,12.301909,3.9294474,-3.1369002,-6.051888,-7.52317,-7.7787647,-6.248333,-2.9282253,-5.0099416,0.0058515574181006984,classical
0.22688809,[112.34714674],603.9475633853789,0.050760841960139316,-426.0712,193.7094,35.706795,-7.618562,0.75187314,-0.7260526,-3.3607264,0.7857895,4.005478,1.2234669,-2.4121003,-2.7068796,-1.9173326,0.0037135650728371927,classical
0.22024167,[103.359375],593.0276644480512,0.05017996867743808,-426.48843,198.92744,31.353298,-5.0973525,5.5420218,-1.0188866,-5.6924396,-2.2967641,0.81449187,0.33034578,-1.2757697,-3.1032948,-4.7091327,0.004227805482631096,classical
0.23149756,[129.19921875],456.562436686556,0.03251983359133127,-475.4491,192.65709,58.20107,16.60606,16.005856,-4.083095,-18.956903,-15.355484,-11.21564,-11.047168,-8.974653,-7.8854775,-8.791968,0.004536916991769884,classical
0.24264267,[78.30255682],776.3667096395125,0.044879169286958204,-410.17667,166.03595,13.67911,7.4211297,10.04081,2.4423742,-3.6208527,3.943408,3.7963383,5.150387,0.8848572,-3.6208484,-5.649072,0.0032702901183004405,classical
0.20787656,[151.99908088],772.3739675437365,0.050906343725812694,-369.00262,172.55576,20.328814,8.236405,0.7342957,-12.494081,-16.854548,-9.717416,-1.3533396,0.7120692,-6.5350003,-15.375253,-15.501309,0.0032928069528620884,classical
0.21420634,[172.265625],755.6135887238912,0.05092297249903251,-348.7786,192.62946,9.339371,13.296376,13.311551,-2.5650148,-13.30603,-13.153829,-9.568689,-6.505725,-6.21078,-5.282298,-5.5158973,0.002492997194726146,classical
0.24589576,[135.99917763],1308.3945263422665,0.06700866510255418,-342.40814,130.74605,6.253387,43.059704,0.096900016,-3.5176685,-7.7178907,-6.39922,-11.83526,-11.257938,-21.644,-3.1134164,-2.3731012,0.0021566770732729832,classical
0.2432855,[107.66601562],404.6985468035954,0.02407166094233746,-364.17285,164.69826,71.245926,27.36754,16.51723,9.855278,-0.34727153,-7.8424444,-12.560064,-11.732806,-10.75605,-9.892155,-9.208248,0.00697361237776308,classical
0.22061916,[287.109375],649.4622069483339,0.03729040187209752,-463.37762,189.64456,39.20959,6.9962735,7.973381,5.848603,3.0529008,-1.6126306,-7.1872196,-5.5616903,-4.01558,-6.3602185,-7.0554976,0.004666168655705,classical
0.18759473,[123.046875],1663.343593176259,0.08710642717202012,-422.0903,107.21646,-16.407894,24.302471,4.29184,-10.486248,0.03994978,-11.140416,-9.916367,-9.389558,-7.7694554,0.23151673,-3.744299,0.0018961707109105149,classical
0.24872014,[161.49902344],1136.0236648678474,0.0653076171875,-351.4763,163.23102,-35.768116,15.140532,4.40572,-21.286423,-4.959486,1.5224142,-9.963484,-13.758864,-11.786623,-5.2692676,-4.487557,0.0024406497639759945,classical
0.1942844,[151.99908088],718.8124093277092,0.05293845539860681,-344.07605,165.54282,25.690609,-10.128169,-2.946309,-8.542216,-13.629462,-8.87005,1.778268,8.277782,5.0910053,-2.348669,-6.660744,0.005454494748874429,classical
0.23445353,[107.66601562],785.6747788817953,0.03356971386416409,-355.25305,162.00114,15.899718,19.811481,11.120906,3.7766874,3.8536863,3.8518808,1.7221302,3.9435585,-1.3449577,0.37996057,-1.111146,0.002948509830247858,classical
0.32272938,[129.19921875],766.0889955453172,0.04238636501064241,-306.94852,190.53014,15.489282,19.656975,11.396843,2.2567196,0.15779695,3.0336895,1.9793669,1.1708487,-5.2760653,-3.6309054,-5.0987864,0.003358696644072361,classical
0.25513327,[172.265625],421.84860629174534,0.03430818256578947,-396.6746,216.05414,70.36329,7.221831,12.17847,14.317618,0.7521543,-7.401443,-6.3673763,-5.9208016,-6.774697,-3.97997,0.50014126,0.004980317796983146,classical
0.22825149,[112.34714674],678.788126244154,0.04440638303018576,-420.73093,210.72842,-2.7061474,-9.808356,14.230496,-10.221667,-15.771829,-13.388269,-13.587121,-5.771306,0.0365285,0.18079199,-0.4976134,0.004812416750952322,classical
0.27898628,[143.5546875],1616.6995228316646,0.0898467734133127,-264.6965,137.91031,-38.298355,12.092997,-15.01998,-8.343685,-11.159423,-8.085013,-11.455649,-4.5149775,-13.067811,-2.8247905,0.34758785,0.0017827237265728173,classical
0.21300855,[117.45383523],857.2356129918231,0.03691209728134675,-392.5012,152.2035,58.56346,19.764412,9.158421,-3.0714655,-6.4276567,-3.6524882,-4.3291845,-6.5105834,-12.84798,-15.845005,-16.238276,0.004591081673187134,classical
0.21139358,[112.34714674],683.1117121785038,0.03674732125580495,-389.198,171.0086,61.23671,20.209517,5.113419,-2.81589,-1.995312,-1.5270973,-3.0110664,-3.0794888,-9.260607,-11.928459,-6.8839574,0.004601305349137412,classical
0.22994152,[287.109375],491.8837850204128,0.027395903879643965,-438.26465,173.79802,70.352036,26.071482,17.040197,6.233662,-3.538981,-5.6888924,-5.7466435,-7.1134315,-7.487267,-5.9757214,-3.5034792,0.004599988441223025,classical
0.3104658,[80.74951172],561.747498463185,0.018260660555340556,-367.06375,157.29265,65.84552,38.18258,23.766226,21.293304,11.961305,6.2729335,0.37802175,-0.3720966,-3.093202,-3.5839775,-6.4191523,0.0022424669688019187,classical
0.2146232,[123.046875],643.3382464573979,0.042065505272832815,-331.72708,181.19324,24.002148,-9.866535,5.3962626,-2.5977187,-7.7054386,-7.808547,-11.756291,-8.911427,-5.3708324,-9.0795355,-8.738862,0.004803056807987765,classical
0.255085,[215.33203125],923.3530764625541,0.03946801531056501,-242.27002,158.35928,-13.229402,17.577414,15.646829,-14.889881,-6.4440837,2.0889316,-5.3698444,-3.4268959,-8.689565,-14.512804,-13.284325,0.002492984230213186,classical
0.27002645,[135.99917763],1055.5777260640866,0.06736958506675697,-302.79428,177.40308,-28.620815,16.401207,-6.8554764,-7.6652107,-3.3705337,-6.093396,-5.0228095,-6.5503664,-14.400832,-5.186763,-2.2056181,0.002157132092264796,classical
0.25618416,[143.5546875],573.9123167890283,0.047360635763351394,-366.34308,220.31119,33.2398,2.2562134,9.259158,-11.069175,-15.400309,-8.287843,-4.155939,1.8066982,8.68302,9.341286,3.443001,0.0030910488422614983,classical
0.22289282,[198.76802885],513.6398663662472,0.028574279218266253,-428.22552,127.01405,60.16992,26.441055,8.855387,-5.2168303,-15.995808,-20.39121,-20.569843,-17.820261,-13.845788,-10.024205,-7.8400764,0.006541316344286821,classical
0.23797897,[71.77734375],508.5982542653291,0.03302285398123065,-367.88666,200.62018,47.74737,-1.9804097,12.256148,8.440397,-4.81658,-6.6033764,-6.5396686,-8.770878,-8.465064,-6.673435,-5.8145638,0.004710366963565384,classical
0.21728146,[66.25600962],1428.4869981232857,0.07295118396865326,-316.69302,91.90797,-15.442935,29.14589,3.0478218,0.79035854,-4.2978153,1.3958989,-1.1321828,2.515826,-4.9353075,3.3164644,2.026761,0.002342814283080566,classical
0.2176812,[107.66601562],1472.8329925783523,0.06601774138931889,-217.729,128.1624,-12.674776,25.09556,-20.717903,-7.3096414,-6.0689836,-5.841273,-9.540481,-9.212958,-11.544457,-1.7269291,-5.727281,0.003065507020154656,classical
0.21820235,[215.33203125],724.508322794411,0.04749139838912539,-387.49518,179.39838,28.73867,-13.265507,-0.45729324,-4.429519,-10.0343895,-7.005099,-5.8061023,-5.100593,-3.5248637,-6.3478317,-9.064855,0.005038799111132969,classical
0.2222199,[184.5703125],722.5766431976007,0.04613653129837461,-361.0562,177.55174,5.1711836,-18.290598,3.2993836,-7.2511134,-15.464345,-14.707974,-15.4525,-13.216751,-11.262042,-12.986956,-10.861033,0.005155614818704193,classical
0.24833441,[135.99917763],1010.5086115313628,0.048314144736842105,-317.67603,151.49028,17.727863,33.453953,-4.2461376,0.55329955,-2.7188437,-11.205564,-9.023295,-7.1926413,-11.893371,-8.052964,-0.7383962,0.0021204759206482947,classical
0.35593164,[95.703125],1584.5442088215996,0.0813585405379257,-228.30316,129.74422,-30.904469,27.582502,-9.109555,1.9373825,-5.216169,-2.3574069,-3.6699114,-0.096779674,-7.682135,-2.5314822,-4.4273124,0.0023326655274875387,classical
0.23748694,[172.265625],503.4407925059187,0.03342383417182663,-422.73886,202.86362,58.952328,-8.137768,-2.2727878,5.3856587,-2.821039,-11.260985,-15.726207,-17.26221,-15.20529,-10.946411,-6.1638017,0.004604771879894355,classical
0.20525981,[54.97839096],552.774445975545,0.04270873645510836,-460.68896,177.96967,57.36819,4.6102123,-2.3064735,-5.4312286,-7.479435,-9.051417,-10.14225,-8.179186,-5.0652776,-4.9465237,-8.745915,0.0072333997961457255,classical
0.25775227,[184.5703125],532.001182521055,0.03123072574013158,-301.60663,206.17236,38.348797,-2.6830292,12.827296,8.198036,-1.2110599,-6.666137,-10.446889,-5.695886,-2.5123591,-6.656136,-11.551091,0.005337243264971745,classical
0.21820006,[123.046875],710.7786401524828,0.03840755309113777,-410.88135,165.36972,60.55672,25.621914,4.39594,-3.0903635,-3.781398,-7.8241463,-7.687708,-4.9874988,-0.5186737,5.2734866,5.8645654,0.00363265862288206,classical
0.25606942,[117.45383523],1113.7067614418247,0.0567967087122678,-414.0536,153.01384,-1.028997,38.92181,13.250467,5.9164295,2.289363,-0.23303497,-1.7957406,-1.7899354,-7.8763857,-0.79589486,-1.8231356,0.0018744759890889145,classical
0.27461755,[184.5703125],759.0061230127934,0.04335083385739164,-289.3743,177.86275,13.075771,15.639999,12.878696,-0.6795239,1.934514,3.0261185,3.3906155,2.7274134,0.14102428,-0.40893877,0.8021713,0.002623916466276266,classical
0.25743145,[107.66601562],698.771589851269,0.04183723756772446,-337.94476,220.96603,-7.019011,-4.1042237,20.036728,5.508403,-7.3385997,-10.259121,-12.004056,-8.344743,-4.174675,-4.8968806,-7.135856,0.004107426074231138,classical
0.24363382,[83.35433468],591.0705474354374,0.03509238039376935,-492.76273,165.35144,54.296738,11.65703,10.318919,7.168324,-0.42682734,-8.378477,-12.782068,-11.54868,-7.4137883,-2.7271848,0.82319427,0.006907544105412055,classical
0.29078248,[107.66601562],576.2911209880594,0.030943879402089782,-412.83383,198.08684,49.02382,17.278698,2.4076045,-1.3985204,-4.789496,-10.493272,-10.224897,-9.59138,-16.939749,-15.58494,-9.947526,0.0024257336190602495,classical
0.28336096,[151.99908088],505.8611090752765,0.026110197368421052,-390.8235,173.1925,86.17403,27.256773,12.063961,14.4087715,9.257296,2.3599684,0.64369756,0.21757492,-2.00048,-4.5781226,-5.581063,0.0037785646606787546,classical
0.22523692,[95.703125],1384.806004847046,0.047716264754256964,-424.07828,129.34833,-19.005539,27.188581,11.338271,-2.8021407,-8.246304,-4.7034554,-6.968632,-10.553316,-14.399086,-10.643713,-18.825687,0.002036794068511212,classical
0.23211707,[89.10290948],444.8384530860827,0.025132123161764705,-405.8692,161.64561,65.41078,16.188162,2.9543931,5.09588,7.9202743,6.324956,1.9374667,-2.9366107,-5.311708,-8.114788,-12.6172,0.004562460830935248,classical
0.26404083,[107.66601562],1437.9054040967778,0.07431285373935759,-252.97131,134.38353,-28.38108,25.159159,-1.220468,-5.081218,-4.0649714,-3.9635456,-2.3301635,-1.4265643,-6.339646,-2.5793219,-4.518551,0.0027653109909418186,classical
0.2229334,[143.5546875],513.8419474003427,0.038750710502128485,-372.32333,195.94662,39.498974,5.420102,13.001839,2.470853,-5.9131455,-5.1589956,-2.5927465,0.5205692,3.7037578,6.6891627,7.720569,0.004530028713387321,classical
0.22403084,[135.99917763],607.9179660872894,0.03624883598587461,-453.0252,184.1692,33.426796,-2.730538,8.721114,2.2402139,-7.872719,-11.862983,-13.445493,-10.967502,-8.41812,-9.830382,-6.8548956,0.005863970162648973,classical
0.18695147,[215.33203125],469.4538908007466,0.02552063177244582,-488.24884,131.82101,74.97107,32.35279,12.35775,3.7166219,1.5146495,3.8064196,4.9754686,1.9788479,-3.4810784,-9.085398,-12.510908,0.005530885082392588,classical
0.20929092,[129.19921875],610.8003525232856,0.036578388036958204,-393.1599,176.96391,73.05716,21.703514,4.818012,-3.4384696,-6.9847817,-3.0855331,0.81653833,5.1045694,2.1867876,-3.9239619,-8.07011,0.004304654688686829,classical
0.25727338,[287.109375],758.0893410757476,0.040181540852360684,-415.87598,189.85072,62.403023,5.551181,4.468769,3.1544867,-4.0364957,-6.5394464,-6.0291047,-5.8589954,-6.041441,-5.2152224,-6.6384225,0.0037462024392477824,classical
0.2040135,[161.49902344],927.5684264980376,0.05606315305727554,-367.01508,163.58801,1.43255,0.7442148,8.154427,-4.8461394,-7.3706975,-5.653917,-4.829046,-1.1788102,-2.266746,-4.484095,-5.691914,0.0025486485110008156,classical
0.22053945,[215.33203125],582.1440092797949,0.0317439501499613,-516.22437,172.13115,38.868893,3.6184113,12.51076,5.251101,-5.0013723,-10.469595,-11.29038,-7.46144,-4.9878674,-4.9075747,-5.2273417,0.00458720470410198,classical
0.2575236,[161.49902344],542.5161919901354,0.032455208131772446,-429.29562,191.1833,56.835423,-4.295639,2.4149733,6.2542496,-5.1718273,-7.9715843,-2.2003236,-1.5606,-6.003144,-7.430822,-4.799189,0.004113417083770169,classical
0.20615588,[129.19921875],546.4534975684644,0.03808253616002322,-431.1556,189.27142,49.67806,-4.4805455,6.140411,3.671045,-13.116138,-16.646008,-12.388149,-13.112991,-13.5457535,-7.5379286,-1.0532442,0.004694594306576336,classical
0.25206834,[89.10290948],601.7376371171503,0.04215016084558824,-357.64337,217.45578,21.61478,-15.825624,5.940988,-5.4661965,-16.40199,-14.20779,-11.311188,-9.376987,-8.289284,-6.2656407,-2.1328094,0.002839757119227354,classical
0.35605404,[117.45383523],527.5519291312187,0.019352868614551082,-302.78354,194.70128,2.4284675,44.550297,23.145136,4.1429734,12.532793,14.658303,15.04864,3.060767,-5.4782996,0.009308523,2.0536509,0.0017947363601698075,classical
0.23458374,[89.10290948],869.7552252555572,0.04261160930243808,-318.18695,153.61168,20.028404,36.578785,13.120127,-4.2868457,-7.772962,-12.78968,-6.343564,-5.9174743,-15.930659,-7.0821824,-5.947055,0.0020224918727680358,classical
0.2759627,[107.66601562],1818.2023034111053,0.1035496383997678,-302.65897,112.76717,-33.784477,23.978046,-8.737114,3.297364,6.128697,16.543825,1.2902709,3.1959236,3.0812027,2.498911,0.9566726,0.002399636718100193,classical
0.27618143,[172.265625],870.1067104326538,0.035920417714783284,-305.45996,178.5743,-20.148226,34.624836,20.948566,3.3584435,2.696946,6.2527666,1.6931583,-1.2563415,-4.130393,-3.3037705,-4.559884,0.0017340419020337955,classical
0.25434652,[172.265625],988.1102015127984,0.02878931949013158,-429.70294,127.63467,54.522156,44.40151,14.283515,17.290327,5.5754414,5.9302506,-1.0366566,2.237687,-0.83196896,2.1370046,-2.0208101,0.0023250716373669476,classical
0.21121445,[135.99917763],779.2264690036765,0.04919017874419505,-323.04587,194.22665,-8.503204,-22.629335,3.937559,-21.4905,-26.98035,-17.187643,-18.239605,-14.47849,-8.009472,-3.0610738,1.6240255,0.0038203450359008155,classical
0.26353204,[129.19921875],696.5402526100958,0.03881231254837461,-397.38153,185.87546,20.989153,-1.1354793,10.043607,-0.24330999,-4.9755406,-8.054279,-12.620877,-11.942709,-9.653661,-9.102487,-5.7891617,0.004405975448430886,classical
0.23314507,[151.99908088],534.7839912233546,0.03947897518382353,-392.6282,207.11407,40.43311,-5.964771,5.8940763,-2.429437,-14.044547,-12.571851,-9.533882,-9.695868,-7.7907987,-5.3779764,-4.140084,0.003909400100953236,classical
0.2338765,[86.1328125],546.3653918528905,0.03761730843653251,-415.5958,199.87901,51.219254,-1.009173,6.307036,0.9741471,-9.727245,-10.146732,-7.389145,-5.299098,-4.015576,-5.0110674,-6.7210417,0.005086605811575004,classical
0.22933717,[123.046875],1717.027423783684,0.09696691176470588,-357.25854,111.926,-12.871339,34.208473,6.455157,8.322868,-1.6642777,1.921152,2.0386841,-1.4556199,-14.19163,-5.895691,-0.7408563,0.0025002607606399926,classical
0.24411598,[143.5546875],731.4789254005642,0.03775600752225232,-305.28842,167.9591,19.857061,13.7825575,8.976655,2.8813434,5.82517,-2.1778257,-15.515927,-19.677744,-15.826053,-6.87903,-3.2817068,0.004350573662239675,classical
0.18231441,[83.35433468],1598.5750320214763,0.09060905149477554,-254.9766,116.27811,-19.35799,24.550947,11.219066,-6.8392906,-9.549685,-6.4497213,-4.926491,-1.1231576,-16.361904,-9.873563,-6.496399,0.0028541364827517476,classical
0.23071873,[95.703125],529.41864552736,0.03130177595297988,-335.25763,192.97197,29.96176,20.738623,14.974382,3.1247404,2.517345,-0.45818165,-9.71164,-19.646072,-20.540438,-9.51902,-4.8092194,0.00442271049478118,classical
0.22378962,[112.34714674],1112.3502294307661,0.07641790525832043,-433.57828,154.49681,-28.88648,25.197704,6.475025,-2.8440888,-7.1395254,-10.704552,-11.688584,-5.1179333,-5.648542,-2.8498683,-7.158504,0.0019404658660783192,classical
0.2385994,[172.265625],1276.7480892628807,0.06035451032797988,-308.49704,134.2808,-0.8973146,30.748611,-0.89134955,-4.4088326,-6.657623,1.4488199,-9.788288,-1.9557841,-11.443795,-5.8734145,-1.493527,0.001949223493977144,classical
0.2472673,[117.45383523],581.3906483493861,0.04330019168440402,-452.23462,207.63715,28.611494,-6.05569,9.401251,0.3143698,-6.9349303,-7.6601357,-8.020226,-4.9667306,-2.7391112,-2.0863488,-1.7621447,0.003881424054336388,classical
0.25851846,[151.99908088],469.37473767751993,0.023607566998839008,-458.11053,151.33347,77.85965,45.38104,25.844954,11.599752,2.0329914,-6.6783457,-8.979919,-11.197618,-12.918354,-10.284926,-8.454032,0.0037985708465511636,classical
0.248102,[107.66601562],508.10710318580215,0.03243026497194272,-374.4448,170.46916,55.92678,16.29209,6.0418434,3.2906113,4.715943,4.3619103,0.32613218,-5.483418,-7.4197845,-6.573515,-6.079922,0.006731327373068844,classical
0.25559965,[95.703125],637.3849348667076,0.035007724821013934,-279.6151,203.98557,8.536491,-4.227291,20.24424,3.7523463,-4.5666094,-3.801274,-7.215986,-5.5926394,-5.758757,-10.536371,-9.186879,0.003622714165866505,classical
0.2547018,[151.99908088],439.4229189421901,0.025689942917956655,-331.438,156.30089,59.568134,25.369005,18.035118,7.820797,2.800109,-1.2637213,-9.49909,-16.128115,-15.620525,-9.275979,-5.8009896,0.006206792175519389,classical
0.26180673,[112.34714674],1293.5761315867132,0.07393681670859133,-266.59244,146.03233,-38.15342,25.363817,-4.6488466,-13.725369,-18.010279,-13.2278595,-8.442618,-4.362843,-15.371486,-9.331046,-7.9193215,0.0019671345544406364,classical
0.2512347,[107.66601562],816.6468302926779,0.03723862591911765,-346.48447,171.22804,4.5763583,26.02605,13.444269,-10.62081,0.052636467,6.0944633,-5.7726436,-4.817559,-4.078033,-7.3411922,-13.212823,0.002256301183609203,classical
0.48106253,[83.35433468],2987.795999154429,0.15998542714783281,-121.04923,61.679832,0.070122026,31.077618,2.0454578,16.29384,0.14358945,5.705526,-3.4318953,2.135839,-1.0827214,5.7737136,1.5367428,0.007111296912791648,disco
0.3369414,[135.99917763],2138.4378314083397,0.1070273195626935,-140.45155,103.51778,-25.10484,18.036835,-11.139079,2.7694912,-10.309186,-1.804997,-9.147867,-0.6020035,-4.278169,0.46891326,-8.709661,0.004238434132854216,disco
0.38478547,[184.5703125],2400.837187610946,0.0774806350377322,-160.71709,78.318756,27.661,22.127325,5.4195223,9.217659,-2.2912812,2.3574476,5.1973248,9.053734,7.0328765,8.245938,4.284873,0.0058479640530553914,disco
0.47243366,[95.703125],3399.6892486375687,0.16638410349748453,-128.00865,50.629833,41.138615,13.4641905,4.6002445,11.129602,9.749689,19.91978,13.184942,17.294909,7.5957394,2.0665398,-7.0435486,0.007447631657595815,disco
0.3916103,[129.19921875],2578.6273927053135,0.13273729259384676,-136.53531,79.283585,-18.646914,14.838373,-2.3110113,5.320001,1.3227836,1.3288549,-1.3425751,-0.57355756,-6.4900165,0.23646569,-5.8345437,0.002862070884362072,disco
0.3593311,[117.45383523],2956.810852576784,0.13205967008513933,-254.11966,32.1515,-0.7390628,15.590314,12.585427,16.648289,3.957735,0.30572575,-2.4386175,5.148529,4.11223,6.731932,6.8496737,0.008540367283054708,disco
0.5492688,[83.35433468],3187.1601846334293,0.18129142076238391,-63.086372,54.598347,-12.127774,35.10157,-5.8705983,15.104425,3.2657304,4.056483,-1.6439862,7.0587735,-1.752156,2.9760647,-3.9134276,0.005186583186461025,disco
0.34426025,[107.66601562],1779.1284848283465,0.06920895414086688,-160.0492,121.01848,10.551341,22.127165,0.024824018,-1.2298077,-3.0665715,6.4194517,-2.4089925,5.0806327,-7.2285185,-1.4327823,-0.3179431,0.003976558541093519,disco
0.42746142,[103.359375],2634.41488259206,0.10877220697078173,-59.786964,83.1718,11.727511,22.799625,0.75195605,7.7264905,2.976946,5.8770304,-1.9020803,3.7774308,-4.6381097,-1.1395534,-2.800604,0.004220932663093598,disco
0.38109124,[112.34714674],2907.4106478208732,0.14151766278057276,-117.02651,56.2597,-6.385027,36.26448,2.3152592,11.532867,-3.3392973,3.7601352,-2.6156375,-1.056522,-6.8747916,3.793747,-3.8995447,0.00606706214818116,disco
0.39425415,[143.5546875],2887.9350582708444,0.13720551954334365,-75.23258,70.29666,10.786926,28.199757,7.4483986,5.4721847,-3.4889412,10.957208,-1.6814071,2.658061,-0.7226692,7.302063,-1.8696421,0.004096767699604651,disco
