Chroma,Tempo,Spectral_Centroid,Zero_Crossing_Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Rhythmic_Regularity,Label
0.32889304,[151.99908088],1171.967431930455,0.045036675850734724,-305.66437,113.07102,12.107334,45.052197,17.734386,14.590071,4.147996,0.22631156,-7.021587,13.646477,8.91421,1.3037987,5.9549785,0.003355121,blues
0.26973152,[103.359375],1420.438571434397,0.06370125495456304,-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952672,-16.928087,12.343145,3.9388995,-1.3966831,0.013027749,0.0031517919,blues
0.30818358,[198.76802885],1455.0726339660955,0.06134406117072699,-233.77281,120.66434,-3.164092,39.514828,3.8315241,18.828156,-3.6787386,4.4254684,-14.964927,17.571478,1.8461249,2.5500886,-1.2302392,0.0030970327,blues
0.30222708,[172.265625],1089.0053435041514,0.048326248912412995,-245.68724,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,0.0035823926,blues
0.27006894,[83.35433468],1537.4913865266892,0.056141769987432324,-252.48178,104.94516,15.296445,42.68784,6.770452,21.611765,-1.3111783,5.681745,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,0.0032607634,blues
0.2574455,[123.046875],1195.4981309471507,0.05888603900812065,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.48740575,-3.788342,-14.984866,10.428946,-0.3413842,0.7833589,1.7809838,0.0035738118,blues
0.3026832,[135.99917763],1390.3828142454288,0.05258634232405259,-230.36378,127.07773,7.114696,39.767056,1.9217218,17.410606,-5.626918,8.2406645,-18.116041,13.844725,-3.7571108,2.579849,-4.3167143,0.0032984829,blues
0.3213102,[99.38401442],1046.775126610449,0.047907452387857694,-264.67126,138.85434,11.167329,48.523926,14.904312,20.586437,3.2061763,1.2635795,-15.839373,15.975112,3.358218,-1.506641,1.8969209,0.0036338451,blues
0.3066106,[95.703125],1155.869256708858,0.05856995903422274,-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.4101892,-13.483557,16.860369,5.134752,-2.2307274,3.9538214,0.003848177,blues
0.28080702,[184.5703125],1210.1413910383078,0.052467009860788866,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988768,1.8891488,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,0.0033997926,blues
0.26306966,[103.359375],1120.1665687071636,0.04727604770881671,-274.37683,130.40738,-6.357468,70.38822,13.269664,9.472181,7.7330894,-1.2365491,-0.5709878,-2.2971628,3.7794154,0.08548222,-0.9368571,0.0035381683,blues
0.29094827,[92.28515625],1109.3207630441668,0.051697390999613305,-249.31532,131.00032,0.6778697,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849273,-0.9725387,-3.5726156,-2.9297993,0.003759227,blues
0.27857408,[83.35433468],1198.8570176825062,0.05197268646075019,-284.64056,108.80131,9.085319,51.198063,18.07189,7.6021547,8.755716,2.3540907,0.0033673658,2.2484956,4.1991253,-3.283064,1.6176826,0.0044390787,blues
0.2886825,[92.28515625],1392.0263572927067,0.07241441294470224,-228.20984,130.32317,-23.311424,70.20095,1.1310546,7.584427,0.9005107,1.9828155,-6.164415,-9.382748,-2.56378,-4.5257525,-0.2604644,0.0029643436,blues
0.27611074,[103.359375],1115.5894796268244,0.04801998743232792,-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186956,4.5429106,0.3310718,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465844,0.0034526263,blues
0.28052026,[129.19921875],1648.8848322083286,0.05289486961040216,-233.72897,101.19028,17.647955,23.734173,2.0825462,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.067927,0.003426954,blues
0.26335758,[151.99908088],1379.0236797531356,0.039366118039443156,-206.93233,117.80414,23.241365,28.308992,-1.126013,18.867395,-21.97302,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,0.0028495078,blues
0.2537176,[151.99908088],1330.6062681557469,0.04294722484048724,-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.403688,12.121834,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,0.0031465238,blues
0.2761858,[143.5546875],1309.7746510229813,0.03938839846771075,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.963671,1.5746143,-15.640525,-6.632071,-11.693039,0.004173024,blues
0.26077786,[151.99908088],1430.6028402421157,0.04197368341550657,-238.96988,108.68232,34.158817,30.20716,-0.49822134,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,0.0032163807,blues
0.2621715,[184.5703125],1537.0761619483683,0.04570244525812065,-217.18364,105.78522,15.602848,25.24884,-1.4500507,30.19327,-17.716621,17.319042,-27.213608,4.338282,-20.0573,-10.700285,-14.228785,0.0034349738,blues
0.28827715,[129.19921875],1507.1579850499309,0.04541997474381284,-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545135,-22.342922,1.3107386,-20.765268,-4.991692,-17.108126,0.003148602,blues
0.23332669,[151.99908088],1247.5800479447862,0.03690734060808198,-200.18538,116.348595,17.990738,25.287695,0.28717083,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,0.0030637593,blues
0.24866745,[123.046875],1188.4732078138645,0.048163866130123745,-328.56018,102.70981,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425989,-12.386709,-8.909131,-9.215009,0.005592895,blues
0.26584658,[86.1328125],1514.1569585845884,0.044373172249613305,-192.69032,111.157486,21.351843,26.396648,-0.64950144,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530734,-17.632252,0.0034175527,blues
0.2553486,[117.45383523],1151.310495788512,0.03532089858855375,-301.70804,111.53328,21.896053,16.15057,8.198791,22.081917,-8.601798,1.482753,-17.077759,-8.343712,-17.010782,-10.576027,-15.687029,0.004420911,blues
0.39795133,[172.265625],2272.4696393575086,0.09764303279679042,-110.285034,90.71587,-2.5352986,74.0649,-11.763082,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,0.0032031648,blues
0.38697547,[129.19921875],2390.421813618198,0.10226074596384377,-107.203255,88.49288,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,0.002821831,blues
0.37769634,[89.10290948],2301.5769168965485,0.09782391966357308,-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175884,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.5847607,0.0033568603,blues
0.39893433,[129.19921875],2155.845202161907,0.08717463022041763,-109.14071,100.619644,-8.666454,47.35473,-6.568465,39.617756,-8.521923,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,0.0031960125,blues
0.3901175,[135.99917763],2279.0311186490417,0.09252533171403712,-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081493,8.137968,-21.48412,11.087112,-5.095304,0.0029399886,blues
0.4296856,[129.19921875],1739.1187830723618,0.048048310010634185,-163.24342,89.78384,12.974768,80.69835,3.663785,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.011405,-2.906491,0.00274395,blues
0.38802338,[123.046875],1913.013075046242,0.05845780162412993,-182.60481,90.67421,14.124648,67.552986,2.6751466,38.430412,-8.419177,24.123713,-13.794528,4.8405757,-16.67912,5.827117,-5.1463914,0.0044361968,blues
0.33642253,[151.99908088],2013.0124617688691,0.07532370818832174,-149.96422,93.663895,6.347334,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059248,-22.204636,5.426575,-7.464398,0.0031705785,blues
0.37950882,[123.046875],2148.129104035021,0.09876687270398299,-106.39663,102.66919,-20.160875,59.366917,-9.960424,33.70237,-14.18707,23.524563,-13.328021,16.005512,-18.926493,7.8249483,-7.797836,0.0028840688,blues
0.2775931,[123.046875],1318.6118508553814,0.039961269818252126,-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503062,-20.581207,-2.4358413,-7.146028,0.0049272287,blues
0.4010091,[135.99917763],1945.2525228542231,0.08579060022718484,-83.02948,107.10441,-25.338032,57.1057,0.0798358,34.69768,-11.060305,20.54429,-11.203026,14.825527,-10.235623,12.548191,-9.764642,0.003463311,blues
0.39370215,[99.38401442],1977.0957174136204,0.10660165313225058,-55.631004,114.9514,-37.049217,64.900314,-7.1699824,15.256333,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,0.0028573691,blues
0.33900785,[151.99908088],1443.75011263222,0.0671879531612529,-225.26271,117.62649,-14.538812,64.79437,12.911807,19.036669,10.6702,9.886925,-2.3937404,11.683764,1.5412838,3.0635996,-7.6256146,0.0061970423,blues
0.41244242,[103.359375],2171.395742272047,0.1328151434406419,-76.74659,105.751114,-43.19778,60.959892,-8.785327,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,0.0036920602,blues
0.45287964,[89.10290948],2030.617038436817,0.10339893597737819,-57.94168,109.0066,-36.21867,64.044914,1.4201571,26.318415,-17.484892,20.42565,-9.550732,18.168362,-6.064984,13.87447,-11.29574,0.002825511,blues
0.43304598,[135.99917763],2031.9933849222396,0.11311924485208817,-98.7711,104.79962,-35.097168,60.695198,-2.8405917,22.22947,-7.831078,19.035414,-11.572287,17.017876,-5.3780265,12.197646,-9.955082,0.0032736338,blues
0.3909998,[161.49902344],1811.5485980815154,0.07550308451759474,-145.29242,102.850784,-12.567545,56.993618,2.2211056,26.614082,-4.29843,17.341423,-8.0161295,15.237474,-6.9487624,7.4706607,-10.477944,0.0050131353,blues
0.42442203,[92.28515625],1886.9577813534856,0.08993966913186388,-92.73328,115.323425,-35.068222,57.875343,1.8522309,26.613142,-14.536868,22.12833,-8.207463,11.016058,-5.6494255,7.278642,-10.204165,0.004029214,blues
0.35681704,[107.66601562],2068.3321715131897,0.10435170751160093,-95.44059,105.23433,-26.953482,60.816486,-4.854668,21.543472,-13.520524,12.13553,-20.231928,12.156194,-5.2262135,10.267819,-9.4598,0.003916928,blues
0.40597057,[107.66601562],2235.5723889220876,0.1422416527697216,-86.268684,91.95878,-23.41585,68.26197,-3.8848536,22.747063,-9.897946,16.88897,-11.390698,18.429132,-7.012552,10.759532,-11.943846,0.0040863617,blues
0.4308489,[151.99908088],1946.448570450021,0.09742287195475638,-67.761024,111.7113,-34.646255,61.319546,0.04420201,30.56148,-12.693844,21.164927,-13.122508,16.284252,-6.337016,12.300311,-12.475308,0.0028730212,blues
0.45195466,[129.19921875],2503.9377448690093,0.16753371519721577,-82.52998,94.16451,-27.112604,75.65927,-27.521812,35.577274,-20.303492,25.112028,-15.370209,11.353974,-13.391487,8.147321,-8.500548,0.0027137417,blues
0.3119012,[112.34714674],2280.154186884487,0.11714180624033256,-144.92339,95.732994,-21.616442,49.62627,-29.88752,29.351145,-18.850819,17.902308,-9.670823,5.516722,-9.557408,6.359987,-21.088718,0.0033916926,blues
0.33038977,[92.28515625],2839.8868647026125,0.15441054294760248,-129.15756,72.09806,-7.7710886,49.25128,-32.72323,21.60696,-27.37162,15.001658,-10.260744,12.431697,-17.031103,7.1205482,-18.018095,0.0030592422,blues
0.3326599,[78.30255682],2553.3610730069104,0.14683293153035576,-85.13846,88.807526,-16.32557,59.228165,-35.98338,14.397045,-22.296473,9.660774,-14.823983,11.181689,-14.806866,8.475102,-19.587511,0.002757004,blues
0.29277053,[107.66601562],2816.3627737389425,0.14628196297370458,-118.35662,74.87531,-19.86609,46.944565,-32.55983,23.820112,-26.35521,17.678152,-13.824853,11.931674,-17.888666,7.5392737,-22.89513,0.0026981514,blues
0.37472302,[161.49902344],2340.7341614757443,0.12179161832946636,-116.60201,97.43107,-13.89173,48.967636,-22.596458,27.759014,-20.245163,18.638863,-14.639585,8.482747,-16.644682,11.017631,-13.866874,0.0031026695,blues
0.3379236,[161.49902344],2258.115149720309,0.1127057352088167,-95.46357,101.38746,-20.677706,48.668915,-30.248262,20.8077,-18.291418,14.138235,-12.79949,13.443616,-14.068502,7.7323494,-19.215456,0.0024530566,blues
0.28943267,[161.49902344],2513.3453575324424,0.13510738411156226,-113.20137,88.7261,-8.926565,49.474174,-34.579094,15.856428,-17.74022,14.707291,-11.190547,15.368716,-15.0683975,8.74908,-18.629265,0.0030678723,blues
0.29205313,[78.30255682],2371.309053062196,0.12512877332269914,-121.47392,96.09719,-19.590857,48.038452,-38.784626,24.768978,-32.94141,8.102541,-17.818922,6.1178603,-19.995438,6.80034,-19.33321,0.0025150026,blues
0.32279274,[143.5546875],2159.398277499849,0.09834769854505027,-133.04897,105.73891,-22.158222,41.830692,-26.992502,19.118572,-26.566029,19.235983,-15.342011,6.989914,-10.81438,6.7986693,-11.726956,0.003394804,blues
0.3051655,[73.828125],2429.0040940870153,0.13464138328982986,-89.39791,93.79924,-14.558413,54.38949,-33.50723,19.428232,-19.761513,13.029956,-13.864508,14.617379,-14.972617,10.598986,-18.020245,0.0024438794,blues
0.30708116,[103.359375],2594.7546880445243,0.1291906086861949,-118.70432,87.64562,6.5529914,45.10232,-38.91159,20.823198,-26.864548,13.807368,-17.236187,5.111261,-15.712021,3.9887707,-27.53658,0.0031097971,blues
0.34204182,[99.38401442],2094.7777929276835,0.10054024374033256,-30.126768,103.738075,-19.742796,56.41043,-12.707871,20.187708,-17.338875,16.300972,-18.438002,8.925146,-11.655669,11.209243,-8.847433,0.0028435874,blues
0.36715597,[112.34714674],2515.4635686314255,0.12089020507057231,-56.0053,87.851326,-1.6130452,41.199356,-5.6183295,27.792627,-23.99084,21.776114,-18.41947,12.326554,-13.7120495,11.851395,-3.974117,0.0034003358,blues
0.4663816,[117.45383523],2224.014584740542,0.10850946200696056,-86.491806,92.72617,-15.342206,54.05328,0.8746949,31.574251,-14.615236,23.328945,-14.971667,15.337374,-7.053953,12.179845,-6.0996003,0.005281284,blues
0.3655845,[117.45383523],2645.7246950388817,0.13647177711716937,-52.707645,74.45461,-18.709469,56.292683,-3.9566317,31.991102,-16.460793,22.40643,-12.25808,27.22263,-9.23979,7.799893,-10.568794,0.003022381,blues
0.4089921,[99.38401442],2207.1391896914824,0.11153393573569219,-28.989248,104.531006,-30.983427,38.162052,-8.009196,30.894712,-20.60816,25.823612,-12.974684,16.943222,-12.272945,10.787743,-10.56656,0.0034307188,blues
0.41422728,[123.046875],2333.5524820822284,0.12381951493619489,-2.5430133,101.26548,-33.930927,41.52805,-13.81794,31.923836,-21.876541,24.470268,-15.8744135,15.808346,-14.370209,12.514341,-13.378112,0.0027246505,blues
0.4215437,[78.30255682],2442.941257538624,0.12468240948859242,-3.5798953,92.929634,-25.082928,45.179504,-10.856173,31.863396,-18.04439,28.626354,-10.2277155,14.668069,-14.905226,14.741958,-15.603514,0.002918371,blues
0.36832434,[117.45383523],1827.2572927983213,0.09403926793310131,-54.706253,119.48301,-34.87408,37.540634,-15.880536,22.081293,-14.661809,18.532047,-9.647198,11.256581,-11.729359,11.540745,-6.4318557,0.0039067115,blues
0.38016844,[103.359375],2116.8973667172613,0.127271093145785,-27.024073,107.31879,-46.839245,40.927616,-21.476635,24.832186,-18.939482,15.274643,-15.052192,12.273417,-15.24018,14.332184,-13.839795,0.0029214015,blues
0.33906108,[123.046875],2141.540773760361,0.10512510271655066,-29.367115,108.66699,-25.570349,38.460896,-18.340786,21.792147,-25.148397,22.39537,-17.588984,14.681227,-12.085815,5.48115,-7.6935263,0.002871648,blues
0.4273048,[135.99917763],2315.021164983005,0.11795032144238206,-19.882248,98.88733,-24.475315,49.579945,-16.198492,30.193226,-18.027517,27.552814,-11.407699,14.870685,-8.914958,11.668755,-10.89321,0.0029468185,blues
0.39618102,[112.34714674],2060.8418796735327,0.11336735063805105,-39.007614,112.05693,-31.819195,38.235607,-6.3202114,23.32046,-18.772533,23.931019,-10.932699,13.236961,-14.371818,13.3270645,-10.916337,0.004175736,blues
0.31530708,[143.5546875],1311.9502871452885,0.05939169143948182,-180.20891,131.43243,0.60078627,43.153095,14.135329,25.614765,-5.311873,12.027975,-13.535558,-1.105728,-7.6164737,2.714974,0.7783585,0.002944674,blues
0.36592886,[123.046875],1245.6864186148603,0.04881868414056458,-212.79181,139.06325,9.446759,35.453796,12.697431,20.420673,-5.5826244,10.889944,-8.73331,8.059619,0.16372377,2.6487746,-1.0296488,0.0051441453,blues
0.33690158,[172.265625],1441.6808065190858,0.05086923880993813,-155.5764,125.66273,1.5785834,45.839695,0.9277812,25.383114,-10.812055,15.559012,-11.919289,1.2735378,-6.6728826,-0.78441757,-7.74382,0.0037129703,blues
0.37785354,[172.265625],1006.8718290855192,0.032053605955143075,-194.2843,151.84703,-1.1988219,39.18811,16.589046,18.247795,-1.397014,14.86903,-11.620167,2.4414866,-5.0819397,3.9376056,-0.89880383,0.0033985733,blues
0.34863165,[107.66601562],798.6570144423738,0.025648171645398298,-346.85635,139.25108,24.052633,22.281025,18.663773,11.662003,9.016559,6.970993,-2.0330265,5.4127927,1.6503891,-2.3577814,3.2000823,0.004796721,blues
0.37784892,[143.5546875],1612.645636885739,0.05819685626933488,-177.56758,115.369,9.970585,54.043873,7.624312,28.312319,-9.054929,20.04951,-15.044513,6.2095737,-5.692567,1.3833519,-5.8288145,0.003967762,blues
0.42225856,[63.02400915],991.4865889707818,0.03605237637761021,-236.30539,161.68063,-1.1661638,27.27869,9.586512,20.620241,0.2274405,13.798597,-0.50903946,10.1752,-4.4575562,5.5087075,-3.7265837,0.005818377,blues
0.39096886,[83.35433468],918.6809999781151,0.03231153023491879,-332.2246,128.08928,28.80515,41.830193,31.214472,23.334787,5.784112,9.001364,-3.8817174,3.731323,-0.8742291,-0.4391901,1.4851278,0.0042295447,blues
0.37769488,[58.72691761],570.3499042411772,0.02169698315448569,-350.35263,169.53174,31.77135,16.71844,28.658941,19.246181,7.845076,10.037885,4.7406454,2.9217067,3.900229,1.8129543,-5.969145,0.0061946614,blues
0.37668237,[103.359375],1239.6334480091225,0.05087905730375097,-206.24908,126.61618,10.596903,43.210163,12.49674,19.425371,0.35838857,12.735203,-4.57919,4.0611596,-4.404285,3.6691213,-1.455245,0.0034648823,blues
0.3699634,[135.99917763],1388.6328938873341,0.05714703270011601,-130.57875,139.96141,-1.282277,39.30623,-6.3440833,19.768293,-11.21256,27.240305,-16.548758,7.028904,-1.1964594,1.6060349,-6.6385455,0.0028622174,blues
0.26060256,[143.5546875],1132.1718112407832,0.04829301708720031,-314.57837,139.9112,11.90393,30.14179,-7.5424266,14.91705,-2.7015827,6.727816,-6.366219,2.8079295,-11.728742,2.077973,-11.43927,0.0035197542,blues
0.37517473,[117.45383523],1236.310511771213,0.04461485825116009,-148.64699,145.77013,-9.366609,48.437965,10.546017,18.008686,-2.6387384,16.953346,-11.500734,8.72578,-8.186317,3.209728,-0.68163383,0.0032808622,blues
0.44319093,[123.046875],2310.352908011415,0.12843231885634185,-90.67999,100.10962,-23.938423,52.602547,-20.93744,31.501324,-11.228661,20.089375,-10.90247,17.561745,-14.096043,12.994767,-11.434561,0.003803865,blues
0.37023035,[92.28515625],1538.5123663814206,0.07476858565351895,-177.25548,136.2347,-26.89329,36.36897,-18.752977,20.8976,-1.7674739,3.0104692,-5.596907,5.6413455,-8.101526,5.6564813,-10.778819,0.0035694698,blues
0.38392973,[86.1328125],2798.0656266251635,0.1072048611111111,-23.104954,70.25588,3.8055308,28.323957,13.754286,5.728135,3.973779,7.4728084,2.6279068,8.490235,-2.3202078,2.0890799,-3.3720124,0.002449308,country
0.4140544,[129.19921875],2938.1313051156862,0.12698824499709976,-7.9727893,62.724636,-1.4591703,28.109985,9.967061,9.363962,5.415904,9.82543,3.0275455,8.420949,0.31071302,6.540354,0.7373716,0.0022898405,country
0.29707804,[83.35433468],2308.811438098025,0.07416238114009939,-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450894,9.962078,-2.0015073,6.810066,-6.352069,0.22815078,-6.8128085,0.0031469243,country
0.37698767,[161.49902344],2174.1604935047117,0.1025643835864938,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250774,-3.6333375,9.545139,-2.9410641,2.4362512,1.9947803,0.0031392726,country
0.38276434,[117.45383523],2966.1571589936843,0.12416100280572756,-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.40415794,7.5194154,-0.9842739,0.002331424,country
0.41605455,[129.19921875],2926.532916728232,0.13637249376438987,-24.671667,62.440266,-7.7540884,28.432592,10.997147,5.551389,-0.086744204,13.74509,2.8998163,9.909151,0.85377365,5.952079,-1.2259914,0.0026840484,country
0.42160287,[112.34714674],2807.9125120088343,0.1283081334879495,-23.201923,71.15687,1.576013,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505054,2.435541,2.915715,0.81521153,-1.1092839,0.0023633153,country
0.42144912,[103.359375],2898.787368032488,0.11293582502902477,-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791067,8.582197,0.4728952,7.441096,-0.41490942,6.945586,3.6606066,0.0025904085,country
0.35533768,[66.25600962],2505.851670781852,0.10456258734097919,-19.763226,76.64638,-4.826523,32.238724,7.710495,17.18376,-1.4951016,9.149327,2.7572665,9.145537,-2.6543097,7.5196223,0.38755095,0.0025634295,country
0.42960978,[95.703125],3191.2596105890007,0.15687278464988427,12.145776,58.997505,0.9395953,26.743252,9.245794,3.5632026,1.5272026,8.654258,1.00294,11.647983,-2.1983073,1.1939831,0.48530075,0.0019968057,country
0.2914594,[80.74951172],1861.4546090166984,0.07654006851798144,-197.70265,106.49648,-4.4335303,37.656395,-0.8653605,-0.96210355,-3.4531171,-0.049805537,-9.302802,-5.177724,-4.2500987,-3.5460405,-1.3531576,0.003477224,country
0.30090493,[112.34714674],2839.25842945996,0.11016274531129157,-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013764773,8.017387,1.1231512,-4.8983784,9.487702,-6.3569746,3.875742,1.6276603,0.003482688,country
0.29652536,[89.10290948],1667.5169597765603,0.06405358782869296,-141.01443,123.921104,-2.5103796,27.954958,-0.004282374,1.2101256,-11.015173,-1.3653064,-7.0197535,-6.1295595,-5.1838574,-2.1625636,-4.5987415,0.003229829,country
0.36810398,[129.19921875],2811.872177544087,0.1295221716695669,-126.20302,77.6602,3.1578352,19.944595,10.8167715,0.7296954,5.22846,-0.49303123,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726,0.0031349314,country
0.36505735,[135.99917763],2952.9885811173413,0.12478399313611756,-124.6224,72.49065,16.715553,18.250063,12.224811,8.094714,7.986082,-0.51025915,2.3697214,-0.56879467,-5.5688143,0.543314,-5.0568647,0.0032706752,country
0.3795868,[151.99908088],1958.9864228599774,0.09423639307811292,-116.19743,111.75399,-5.2453566,33.98964,-12.460974,4.2414293,-14.408441,8.494257,-8.198441,-1.3370373,-12.551117,-5.0011096,-2.139346,0.003153061,country
0.32263863,[107.66601562],1426.0207482117,0.060195297394624904,-210.10042,139.62177,-17.025503,57.99346,-9.658052,-1.9567308,-17.993433,-8.213175,-11.769385,-7.876312,0.6242504,-9.962925,-6.469421,0.0036844541,country
0.35725808,[89.10290948],1470.2190431491572,0.06387005752126837,-171.32309,137.33298,7.9547596,28.53364,2.6904233,-0.5032649,-2.9567094,-1.148197,-6.1525826,-2.397033,-5.854901,-2.1742196,-5.3409767,0.0041661514,country
0.36986184,[86.1328125],2068.869796587892,0.09558907941802011,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.2972012,3.4134758,-1.5013238,1.6068558,-7.989871,-0.82989687,-8.8802805,0.0031655247,country
0.31572592,[83.35433468],1138.970375102019,0.0509447656854215,-256.0997,163.07938,-22.86085,26.92573,15.294624,-3.5060468,4.2238126,-0.787576,-9.461128,1.7529935,-4.4277163,-3.6453378,-4.2500973,0.00347302,country
0.3654622,[103.359375],2407.9531761672592,0.08680454853054911,-161.19606,74.76473,22.41922,46.01183,5.280713,25.113438,-0.5761164,10.385749,-6.833753,5.054583,-0.7702397,1.403467,-6.0123224,0.0035450063,country
0.28923905,[107.66601562],1044.7200862613543,0.04564919881090487,-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377,0.0031178433,country
0.32171434,[184.5703125],1719.4714520311265,0.06805726749806651,-195.07317,114.25745,0.041475255,38.20062,11.286058,-6.0460644,1.2285593,0.014777306,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.12425667,0.0030473038,country
0.30543447,[83.35433468],1495.5580556268485,0.03546364438321732,-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344855,3.8793364,-2.979119,-1.9010766,-2.8730125,-0.9832502,-6.486425,0.0035567058,country
0.2704669,[129.19921875],1738.8802794251512,0.08241794760247487,-200.06026,109.140465,-5.542463,48.140514,1.2196505,4.592618,-9.150064,-1.4768001,-11.666415,-5.2047043,-11.545386,4.9804335,-4.9844666,0.0048772716,country
0.3473293,[73.828125],1565.155663257242,0.05727693892594741,-200.6344,119.69184,-3.590749,31.953747,9.979258,15.293263,0.64658076,0.2359244,-4.4701905,-2.3123803,-5.2613406,-2.4783907,-6.041272,0.0037327234,country
0.32985726,[107.66601562],1270.301226914328,0.05480418902262181,-194.2351,151.79347,-3.0450046,29.49471,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923063,-3.765781,0.94019234,1.9712703,0.004077546,country
0.3918148,[92.28515625],2011.7251476004385,0.09735036615429234,-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.423927,3.2426603,-5.179371,-5.1185827,-0.8158501,-3.8342147,-2.705255,-6.645411,0.002812139,country
0.31828263,[89.10290948],1474.2739870616333,0.05981539721094354,-169.22511,132.78679,-13.487547,31.186213,6.340469,-3.7556653,-2.0590014,-3.6253164,-4.56124,1.2809825,-6.97704,-7.2528353,-1.3950256,0.0028718144,country
0.3099739,[89.10290948],1214.2001323890852,0.054210547781322505,-171.242,160.48726,-17.805805,30.491003,7.5109696,-8.247462,-5.667516,0.13154976,-8.835051,-2.655703,0.71199787,-3.7818263,-6.5020747,0.0029475207,country
0.2213738,[161.49902344],1240.7101460307977,0.0428343121616396,-277.10757,128.25293,42.425163,37.693504,12.766559,9.593897,-5.988017,-7.539555,-8.03414,-4.942542,-6.532016,-3.6276443,-7.2275624,0.0039560306,country
0.31345084,[112.34714674],2053.1842219986365,0.09532511298820573,-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.7280454,-2.9078915,-5.4620857,4.0693655,-4.4698324,3.5257306,2.1481225,0.0035374393,country
0.33107468,[99.38401442],1823.2405420958114,0.06758635742942769,-237.93953,97.7333,6.486745,45.971268,2.148812,16.21856,8.811721,7.7636333,-0.5899205,4.483779,0.149199,3.019927,-1.6625812,0.0033818255,country
0.31685027,[92.28515625],2456.7182165816203,0.12363183065061871,-133.27147,78.98,-5.6516805,35.54217,-7.5470138,7.928213,2.7289066,0.40225086,-1.1442518,-1.1125528,-7.844962,-1.1714913,-4.817747,0.0038351375,country
0.35918695,[135.99917763],2614.3440997684415,0.11928223789153132,-153.86862,83.66914,-8.426157,13.954346,13.531212,3.7665932,3.009783,6.355866,2.077902,2.068881,3.1684868,-0.48438057,-3.0256164,0.0034606704,country
